"subj" "trial" "rating" "cond" "targ_ID" "dist_ID" "exp"
"6726" "14" 450 3 "unrelated" "Hammer" "Dudelsack" 6
"6728" "14" 452 5 "unrelated" "Orgel" "Hund" 6
"6729" "14" 453 4 "congruent" "Schaf" "Schaf" 6
"6731" "14" 455 1 "semantic" "Schwein" "Elefant" 6
"6733" "14" 457 3 "congruent" "Glocke" "Glocke" 6
"6734" "14" 458 4 "congruent" "Hund" "Hund" 6
"6735" "14" 459 5 "semantic" "Elefant" "Schwein" 6
"6736" "14" 460 5 "semantic" "Schere" "Saege" 6
"6737" "14" 461 4 "congruent" "Besen" "Besen" 6
"6738" "14" 462 3 "semantic" "Klingel" "Glocke" 6
"6740" "14" 464 3 "semantic" "Hahn" "Ente" 6
"6741" "14" 465 5 "unrelated" "Floete" "Besen" 6
"6742" "14" 466 5 "unrelated" "Trompete" "Staubsauger" 6
"6743" "14" 467 3 "congruent" "Katze" "Katze" 6
"6744" "14" 468 2 "unrelated" "Bohrer" "Trompete" 6
"6745" "14" 469 3 "congruent" "Klingel" "Klingel" 6
"6747" "14" 471 5 "semantic" "Orgel" "Geige" 6
"6748" "14" 472 4 "congruent" "Auto" "Auto" 6
"6749" "14" 473 4 "congruent" "Esel" "Esel" 6
"6750" "14" 474 2 "semantic" "Trompete" "Dudelsack" 6
"6751" "14" 475 4 "congruent" "Kuh" "Kuh" 6
"6752" "14" 476 5 "semantic" "Bohrer" "Hammer" 6
"6753" "14" 477 4 "unrelated" "Geige" "Katze" 6
"6754" "14" 478 3 "semantic" "Floete" "Harfe" 6
"6755" "14" 479 4 "semantic" "Hammer" "Bohrer" 6
"6756" "14" 480 4 "congruent" "Schwein" "Schwein" 6
"6758" "14" 482 2 "semantic" "Fahrrad" "Auto" 6
"6760" "14" 484 4 "semantic" "Staubsauger" "Besen" 6
"6761" "14" 485 3 "congruent" "Elefant" "Elefant" 6
"6763" "14" 487 5 "unrelated" "Gitarre" "Saege" 6
"6764" "14" 488 3 "semantic" "Loewe" "Katze" 6
"6765" "14" 489 3 "congruent" "Schere" "Schere" 6
"6766" "14" 490 4 "unrelated" "Harfe" "Ente" 6
"6767" "14" 491 2 "unrelated" "Saege" "Hahn" 6
"6770" "14" 494 3 "congruent" "Hahn" "Hahn" 6
"6771" "14" 495 4 "unrelated" "Pferd" "Trommel" 6
"6773" "14" 497 2 "unrelated" "Trommel" "Elefant" 6
"6774" "14" 498 3 "unrelated" "Dudelsack" "Pferd" 6
"6775" "14" 499 4 "unrelated" "Zug" "Esel" 6
"7134" "15" 373 5 "congruent" "Hammer" "Hammer" 6
"7135" "15" 374 4 "congruent" "Fahrrad" "Fahrrad" 6
"7136" "15" 375 5 "semantic" "Saege" "Schere" 6
"7137" "15" 376 5 "unrelated" "Katze" "Schiff" 6
"7138" "15" 377 5 "semantic" "Trommel" "Gitarre" 6
"7140" "15" 379 4 "congruent" "Bohrer" "Bohrer" 6
"7141" "15" 380 5 "semantic" "Harfe" "Floete" 6
"7142" "15" 381 4 "congruent" "Loewe" "Loewe" 6
"7143" "15" 382 5 "semantic" "Zug" "Schiff" 6
"7144" "15" 383 5 "congruent" "Floete" "Floete" 6
"7145" "15" 384 3 "semantic" "Geige" "Orgel" 6
"7147" "15" 386 4 "congruent" "Trompete" "Trompete" 6
"7148" "15" 387 4 "congruent" "Orgel" "Orgel" 6
"7152" "15" 391 4 "unrelated" "Schiff" "Harfe" 6
"7154" "15" 393 4 "congruent" "Staubsauger" "Staubsauger" 6
"7155" "15" 394 4 "unrelated" "Affe" "Gitarre" 6
"7156" "15" 395 5 "unrelated" "Besen" "Auto" 6
"7157" "15" 396 5 "semantic" "Gitarre" "Trommel" 6
"7158" "15" 397 4 "unrelated" "Hund" "Zug" 6
"7160" "15" 399 4 "unrelated" "Glocke" "Schwein" 6
"7161" "15" 400 5 "unrelated" "Ente" "Orgel" 6
"7162" "15" 401 5 "unrelated" "Schaf" "Geige" 6
"7163" "15" 402 4 "semantic" "Dudelsack" "Trompete" 6
"7165" "15" 404 5 "semantic" "Pferd" "Hund" 6
"7166" "15" 405 4 "congruent" "Schere" "Schere" 6
"7167" "15" 406 5 "semantic" "Floete" "Harfe" 6
"7168" "15" 407 4 "unrelated" "Dudelsack" "Pferd" 6
"7171" "15" 410 4 "semantic" "Fahrrad" "Auto" 6
"7172" "15" 411 4 "unrelated" "Trommel" "Elefant" 6
"7174" "15" 413 5 "semantic" "Hammer" "Bohrer" 6
"7175" "15" 414 4 "semantic" "Loewe" "Katze" 6
"7179" "15" 418 5 "congruent" "Elefant" "Elefant" 6
"7180" "15" 419 5 "unrelated" "Geige" "Katze" 6
"7181" "15" 420 4 "congruent" "Auto" "Auto" 6
"7182" "15" 421 5 "unrelated" "Saege" "Hahn" 6
"7183" "15" 422 5 "unrelated" "Pferd" "Trommel" 6
"7184" "15" 423 5 "semantic" "Bohrer" "Hammer" 6
"7186" "15" 425 4 "semantic" "Trompete" "Dudelsack" 6
"7187" "15" 426 5 "congruent" "Schwein" "Schwein" 6
"7188" "15" 427 5 "semantic" "Orgel" "Geige" 6
"7189" "15" 428 5 "congruent" "Klingel" "Klingel" 6
"7190" "15" 429 5 "unrelated" "Gitarre" "Saege" 6
"7192" "15" 431 4 "congruent" "Hahn" "Hahn" 6
"7193" "15" 432 4 "semantic" "Staubsauger" "Besen" 6
"7194" "15" 433 4 "congruent" "Esel" "Esel" 6
"7195" "15" 434 5 "unrelated" "Harfe" "Ente" 6
"7196" "15" 435 5 "congruent" "Kuh" "Kuh" 6
"7197" "15" 436 4 "unrelated" "Zug" "Esel" 6
"7198" "15" 437 5 "congruent" "Saege" "Saege" 6
"7199" "15" 438 5 "unrelated" "Esel" "Hammer" 6
"7201" "15" 440 5 "congruent" "Gitarre" "Gitarre" 6
"7203" "15" 442 4 "congruent" "Pferd" "Pferd" 6
"7204" "15" 443 5 "unrelated" "Auto" "Schaf" 6
"7205" "15" 444 5 "unrelated" "Kuh" "Floete" 6
"7206" "15" 445 4 "congruent" "Geige" "Geige" 6
"7208" "15" 447 4 "semantic" "Affe" "Kuh" 6
"7209" "15" 448 4 "semantic" "Ente" "Hahn" 6
"7210" "15" 449 4 "semantic" "Schiff" "Zug" 6
"7212" "15" 451 4 "congruent" "Trommel" "Trommel" 6
"7214" "15" 453 4 "semantic" "Schaf" "Esel" 6
"7215" "15" 454 4 "congruent" "Harfe" "Harfe" 6
"7216" "15" 455 2 "unrelated" "Schwein" "Fahrrad" 6
"7217" "15" 456 4 "congruent" "Dudelsack" "Dudelsack" 6
"7218" "15" 457 5 "semantic" "Glocke" "Klingel" 6
"7219" "15" 458 3 "semantic" "Hund" "Pferd" 6
"7220" "15" 459 4 "unrelated" "Elefant" "Bohrer" 6
"7221" "15" 460 5 "unrelated" "Schere" "Affe" 6
"7222" "15" 461 4 "semantic" "Besen" "Staubsauger" 6
"7223" "15" 462 4 "unrelated" "Klingel" "Schere" 6
"7224" "15" 463 4 "congruent" "Zug" "Zug" 6
"7225" "15" 464 5 "unrelated" "Hahn" "Klingel" 6
"7228" "15" 467 4 "semantic" "Katze" "Loewe" 6
"7230" "15" 469 4 "semantic" "Klingel" "Glocke" 6
"7231" "15" 470 4 "congruent" "Affe" "Affe" 6
"7232" "15" 471 4 "unrelated" "Orgel" "Hund" 6
"7233" "15" 472 3 "semantic" "Auto" "Fahrrad" 6
"7234" "15" 473 4 "semantic" "Esel" "Schaf" 6
"7235" "15" 474 5 "unrelated" "Trompete" "Staubsauger" 6
"7236" "15" 475 4 "semantic" "Kuh" "Affe" 6
"7237" "15" 476 4 "unrelated" "Bohrer" "Trompete" 6
"7239" "15" 478 5 "unrelated" "Floete" "Besen" 6
"7240" "15" 479 4 "unrelated" "Hammer" "Dudelsack" 6
"7241" "15" 480 3 "semantic" "Schwein" "Elefant" 6
"7242" "15" 481 5 "congruent" "Katze" "Katze" 6
"7243" "15" 482 4 "unrelated" "Fahrrad" "Loewe" 6
"7244" "15" 483 4 "congruent" "Glocke" "Glocke" 6
"7245" "15" 484 5 "unrelated" "Staubsauger" "Kuh" 6
"7246" "15" 485 4 "semantic" "Elefant" "Schwein" 6
"7247" "15" 486 5 "congruent" "Schaf" "Schaf" 6
"7249" "15" 488 4 "unrelated" "Loewe" "Glocke" 6
"7250" "15" 489 5 "semantic" "Schere" "Saege" 6
"7253" "15" 492 5 "congruent" "Hund" "Hund" 6
"7254" "15" 493 5 "congruent" "Besen" "Besen" 6
"7255" "15" 494 4 "semantic" "Hahn" "Ente" 6
"7257" "15" 496 4 "congruent" "Schiff" "Schiff" 6
"7261" "15" 500 4 "congruent" "Ente" "Ente" 6
"7618" "16" 373 3 "semantic" "Hammer" "Bohrer" 6
"7619" "16" 374 2 "semantic" "Fahrrad" "Auto" 6
"7620" "16" 375 4 "unrelated" "Saege" "Hahn" 6
"7622" "16" 377 2 "unrelated" "Trommel" "Elefant" 6
"7623" "16" 378 4 "congruent" "Esel" "Esel" 6
"7624" "16" 379 4 "semantic" "Bohrer" "Hammer" 6
"7625" "16" 380 5 "unrelated" "Harfe" "Ente" 6
"7626" "16" 381 4 "semantic" "Loewe" "Katze" 6
"7627" "16" 382 4 "unrelated" "Zug" "Esel" 6
"7628" "16" 383 5 "semantic" "Floete" "Harfe" 6
"7629" "16" 384 4 "unrelated" "Geige" "Katze" 6
"7630" "16" 385 3 "congruent" "Schwein" "Schwein" 6
"7631" "16" 386 3 "semantic" "Trompete" "Dudelsack" 6
"7632" "16" 387 5 "semantic" "Orgel" "Geige" 6
"7633" "16" 388 4 "congruent" "Schere" "Schere" 6
"7634" "16" 389 4 "congruent" "Auto" "Auto" 6
"7635" "16" 390 4 "congruent" "Hahn" "Hahn" 6
"7637" "16" 392 4 "congruent" "Elefant" "Elefant" 6
"7638" "16" 393 2 "semantic" "Staubsauger" "Besen" 6
"7641" "16" 396 5 "unrelated" "Gitarre" "Saege" 6
"7643" "16" 398 4 "congruent" "Kuh" "Kuh" 6
"7647" "16" 402 4 "unrelated" "Dudelsack" "Pferd" 6
"7648" "16" 403 4 "congruent" "Klingel" "Klingel" 6
"7649" "16" 404 3 "unrelated" "Pferd" "Trommel" 6
"7650" "16" 405 5 "semantic" "Schere" "Saege" 6
"7651" "16" 406 5 "unrelated" "Floete" "Besen" 6
"7653" "16" 408 4 "congruent" "Ente" "Ente" 6
"7654" "16" 409 4 "congruent" "Besen" "Besen" 6
"7655" "16" 410 3 "unrelated" "Fahrrad" "Loewe" 6
"7657" "16" 412 4 "congruent" "Katze" "Katze" 6
"7658" "16" 413 5 "unrelated" "Hammer" "Dudelsack" 6
"7659" "16" 414 4 "unrelated" "Loewe" "Glocke" 6
"7660" "16" 415 4 "congruent" "Hund" "Hund" 6
"7661" "16" 416 4 "congruent" "Schiff" "Schiff" 6
"7662" "16" 417 4 "congruent" "Glocke" "Glocke" 6
"7663" "16" 418 3 "semantic" "Elefant" "Schwein" 6
"7665" "16" 420 2 "semantic" "Auto" "Fahrrad" 6
"7668" "16" 423 3 "unrelated" "Bohrer" "Trompete" 6
"7669" "16" 424 4 "congruent" "Affe" "Affe" 6
"7670" "16" 425 4 "unrelated" "Trompete" "Staubsauger" 6
"7671" "16" 426 2 "semantic" "Schwein" "Elefant" 6
"7672" "16" 427 5 "unrelated" "Orgel" "Hund" 6
"7673" "16" 428 4 "semantic" "Klingel" "Glocke" 6
"7675" "16" 430 4 "congruent" "Schaf" "Schaf" 6
"7676" "16" 431 2 "semantic" "Hahn" "Ente" 6
"7677" "16" 432 4 "unrelated" "Staubsauger" "Kuh" 6
"7678" "16" 433 3 "semantic" "Esel" "Schaf" 6
"7680" "16" 435 4 "semantic" "Kuh" "Affe" 6
"7682" "16" 437 5 "semantic" "Saege" "Schere" 6
"7684" "16" 439 4 "congruent" "Loewe" "Loewe" 6
"7685" "16" 440 5 "semantic" "Gitarre" "Trommel" 6
"7686" "16" 441 4 "congruent" "Staubsauger" "Staubsauger" 6
"7687" "16" 442 5 "semantic" "Pferd" "Hund" 6
"7690" "16" 445 3 "semantic" "Geige" "Orgel" 6
"7691" "16" 446 4 "congruent" "Fahrrad" "Fahrrad" 6
"7692" "16" 447 5 "unrelated" "Affe" "Gitarre" 6
"7693" "16" 448 2 "unrelated" "Ente" "Orgel" 6
"7694" "16" 449 3 "unrelated" "Schiff" "Harfe" 6
"7695" "16" 450 4 "congruent" "Hammer" "Hammer" 6
"7696" "16" 451 5 "semantic" "Trommel" "Gitarre" 6
"7697" "16" 452 4 "congruent" "Orgel" "Orgel" 6
"7698" "16" 453 5 "unrelated" "Schaf" "Geige" 6
"7699" "16" 454 5 "semantic" "Harfe" "Floete" 6
"7701" "16" 456 4 "semantic" "Dudelsack" "Trompete" 6
"7702" "16" 457 5 "unrelated" "Glocke" "Schwein" 6
"7703" "16" 458 3 "unrelated" "Hund" "Zug" 6
"7706" "16" 461 5 "unrelated" "Besen" "Auto" 6
"7708" "16" 463 5 "semantic" "Zug" "Schiff" 6
"7710" "16" 465 5 "congruent" "Floete" "Floete" 6
"7711" "16" 466 5 "congruent" "Trompete" "Trompete" 6
"7712" "16" 467 4 "unrelated" "Katze" "Schiff" 6
"7713" "16" 468 4 "congruent" "Bohrer" "Bohrer" 6
"7714" "16" 469 5 "unrelated" "Klingel" "Schere" 6
"7715" "16" 470 3 "semantic" "Affe" "Kuh" 6
"7717" "16" 472 5 "unrelated" "Auto" "Schaf" 6
"7718" "16" 473 4 "unrelated" "Esel" "Hammer" 6
"7720" "16" 475 5 "unrelated" "Kuh" "Floete" 6
"7722" "16" 477 4 "congruent" "Geige" "Geige" 6
"7725" "16" 480 3 "unrelated" "Schwein" "Fahrrad" 6
"7726" "16" 481 4 "semantic" "Katze" "Loewe" 6
"7728" "16" 483 5 "semantic" "Glocke" "Klingel" 6
"7730" "16" 485 5 "unrelated" "Elefant" "Bohrer" 6
"7731" "16" 486 3 "semantic" "Schaf" "Esel" 6
"7732" "16" 487 4 "congruent" "Gitarre" "Gitarre" 6
"7734" "16" 489 4 "unrelated" "Schere" "Affe" 6
"7735" "16" 490 4 "congruent" "Harfe" "Harfe" 6
"7736" "16" 491 4 "congruent" "Saege" "Saege" 6
"7737" "16" 492 3 "semantic" "Hund" "Pferd" 6
"7738" "16" 493 4 "semantic" "Besen" "Staubsauger" 6
"7739" "16" 494 4 "unrelated" "Hahn" "Klingel" 6
"7740" "16" 495 4 "congruent" "Pferd" "Pferd" 6
"7741" "16" 496 3 "semantic" "Schiff" "Zug" 6
"7742" "16" 497 4 "congruent" "Trommel" "Trommel" 6
"7743" "16" 498 4 "congruent" "Dudelsack" "Dudelsack" 6
"7744" "16" 499 4 "congruent" "Zug" "Zug" 6
"7745" "16" 500 3 "semantic" "Ente" "Hahn" 6
"8102" "17" 373 2 "semantic" "Elefant" "Schwein" 6
"8103" "17" 374 3 "semantic" "Klingel" "Glocke" 6
"8106" "17" 377 5 "unrelated" "Bohrer" "Trompete" 6
"8107" "17" 378 3 "congruent" "Affe" "Affe" 6
"8108" "17" 379 2 "semantic" "Hahn" "Ente" 6
"8109" "17" 380 5 "unrelated" "Floete" "Besen" 6
"8110" "17" 381 4 "unrelated" "Loewe" "Glocke" 6
"8111" "17" 382 3 "congruent" "Ente" "Ente" 6
"8112" "17" 383 3 "unrelated" "Trompete" "Staubsauger" 6
"8113" "17" 384 3 "semantic" "Auto" "Fahrrad" 6
"8114" "17" 385 2 "congruent" "Schiff" "Schiff" 6
"8116" "17" 387 4 "unrelated" "Staubsauger" "Kuh" 6
"8118" "17" 389 3 "congruent" "Hund" "Hund" 6
"8119" "17" 390 4 "congruent" "Schaf" "Schaf" 6
"8120" "17" 391 4 "congruent" "Besen" "Besen" 6
"8121" "17" 392 4 "unrelated" "Hammer" "Dudelsack" 6
"8122" "17" 393 2 "semantic" "Schwein" "Elefant" 6
"8123" "17" 394 3 "congruent" "Katze" "Katze" 6
"8124" "17" 395 2 "unrelated" "Fahrrad" "Loewe" 6
"8125" "17" 396 2 "semantic" "Kuh" "Affe" 6
"8128" "17" 399 4 "congruent" "Glocke" "Glocke" 6
"8130" "17" 401 1 "semantic" "Esel" "Schaf" 6
"8132" "17" 403 5 "semantic" "Schere" "Saege" 6
"8133" "17" 404 4 "unrelated" "Orgel" "Hund" 6
"8134" "17" 405 3 "unrelated" "Klingel" "Schere" 6
"8135" "17" 406 4 "unrelated" "Elefant" "Bohrer" 6
"8136" "17" 407 3 "semantic" "Hund" "Pferd" 6
"8137" "17" 408 4 "unrelated" "Schere" "Affe" 6
"8140" "17" 411 2 "congruent" "Zug" "Zug" 6
"8141" "17" 412 3 "congruent" "Gitarre" "Gitarre" 6
"8142" "17" 413 1 "semantic" "Ente" "Hahn" 6
"8144" "17" 415 3 "congruent" "Dudelsack" "Dudelsack" 6
"8145" "17" 416 4 "unrelated" "Schwein" "Fahrrad" 6
"8146" "17" 417 4 "congruent" "Geige" "Geige" 6
"8148" "17" 419 3 "semantic" "Schaf" "Esel" 6
"8149" "17" 420 4 "semantic" "Glocke" "Klingel" 6
"8150" "17" 421 4 "congruent" "Saege" "Saege" 6
"8152" "17" 423 1 "semantic" "Schiff" "Zug" 6
"8153" "17" 424 4 "unrelated" "Kuh" "Floete" 6
"8154" "17" 425 2 "congruent" "Harfe" "Harfe" 6
"8156" "17" 427 3 "congruent" "Pferd" "Pferd" 6
"8157" "17" 428 4 "unrelated" "Auto" "Schaf" 6
"8159" "17" 430 3 "unrelated" "Esel" "Hammer" 6
"8160" "17" 431 3 "unrelated" "Hahn" "Klingel" 6
"8161" "17" 432 2 "semantic" "Besen" "Staubsauger" 6
"8162" "17" 433 2 "semantic" "Affe" "Kuh" 6
"8163" "17" 434 3 "semantic" "Katze" "Loewe" 6
"8165" "17" 436 4 "congruent" "Trommel" "Trommel" 6
"8166" "17" 437 4 "unrelated" "Dudelsack" "Pferd" 6
"8168" "17" 439 2 "congruent" "Hahn" "Hahn" 6
"8169" "17" 440 3 "semantic" "Trompete" "Dudelsack" 6
"8170" "17" 441 3 "congruent" "Esel" "Esel" 6
"8171" "17" 442 2 "unrelated" "Trommel" "Elefant" 6
"8172" "17" 443 4 "congruent" "Auto" "Auto" 6
"8173" "17" 444 5 "unrelated" "Gitarre" "Saege" 6
"8175" "17" 446 3 "congruent" "Kuh" "Kuh" 6
"8176" "17" 447 2 "semantic" "Fahrrad" "Auto" 6
"8177" "17" 448 3 "unrelated" "Geige" "Katze" 6
"8180" "17" 451 3 "unrelated" "Zug" "Esel" 6
"8181" "17" 452 4 "semantic" "Loewe" "Katze" 6
"8183" "17" 454 4 "congruent" "Schere" "Schere" 6
"8184" "17" 455 3 "congruent" "Elefant" "Elefant" 6
"8185" "17" 456 3 "unrelated" "Saege" "Hahn" 6
"8187" "17" 458 4 "semantic" "Hammer" "Bohrer" 6
"8189" "17" 460 3 "congruent" "Schwein" "Schwein" 6
"8190" "17" 461 3 "semantic" "Floete" "Harfe" 6
"8191" "17" 462 4 "congruent" "Klingel" "Klingel" 6
"8192" "17" 463 3 "unrelated" "Pferd" "Trommel" 6
"8193" "17" 464 3 "semantic" "Bohrer" "Hammer" 6
"8195" "17" 466 2 "semantic" "Staubsauger" "Besen" 6
"8196" "17" 467 3 "unrelated" "Harfe" "Ente" 6
"8197" "17" 468 4 "semantic" "Orgel" "Geige" 6
"8198" "17" 469 4 "congruent" "Bohrer" "Bohrer" 6
"8199" "17" 470 4 "semantic" "Trommel" "Gitarre" 6
"8200" "17" 471 3 "unrelated" "Katze" "Schiff" 6
"8201" "17" 472 5 "congruent" "Floete" "Floete" 6
"8204" "17" 475 4 "semantic" "Geige" "Orgel" 6
"8205" "17" 476 3 "congruent" "Staubsauger" "Staubsauger" 6
"8206" "17" 477 4 "semantic" "Gitarre" "Trommel" 6
"8207" "17" 478 5 "unrelated" "Schaf" "Geige" 6
"8208" "17" 479 5 "semantic" "Harfe" "Floete" 6
"8212" "17" 483 3 "congruent" "Fahrrad" "Fahrrad" 6
"8213" "17" 484 2 "unrelated" "Schiff" "Harfe" 6
"8214" "17" 485 3 "unrelated" "Glocke" "Schwein" 6
"8215" "17" 486 3 "congruent" "Trompete" "Trompete" 6
"8216" "17" 487 2 "unrelated" "Ente" "Orgel" 6
"8218" "17" 489 5 "semantic" "Saege" "Schere" 6
"8219" "17" 490 3 "semantic" "Pferd" "Hund" 6
"8220" "17" 491 2 "congruent" "Orgel" "Orgel" 6
"8221" "17" 492 4 "unrelated" "Affe" "Gitarre" 6
"8222" "17" 493 4 "congruent" "Hammer" "Hammer" 6
"8223" "17" 494 3 "congruent" "Loewe" "Loewe" 6
"8225" "17" 496 3 "semantic" "Dudelsack" "Trompete" 6
"8226" "17" 497 3 "unrelated" "Hund" "Zug" 6
"8227" "17" 498 5 "unrelated" "Besen" "Auto" 6
"8228" "17" 499 1 "semantic" "Zug" "Schiff" 6
"8586" "18" 373 5 "unrelated" "Elefant" "Bohrer" 6
"8587" "18" 374 5 "unrelated" "Klingel" "Schere" 6
"8588" "18" 375 4 "congruent" "Geige" "Geige" 6
"8589" "18" 376 3 "congruent" "Zug" "Zug" 6
"8591" "18" 378 3 "semantic" "Affe" "Kuh" 6
"8592" "18" 379 5 "unrelated" "Hahn" "Klingel" 6
"8595" "18" 382 2 "semantic" "Ente" "Hahn" 6
"8597" "18" 384 4 "unrelated" "Auto" "Schaf" 6
"8598" "18" 385 2 "semantic" "Schiff" "Zug" 6
"8599" "18" 386 2 "congruent" "Pferd" "Pferd" 6
"8601" "18" 388 4 "congruent" "Saege" "Saege" 6
"8602" "18" 389 5 "semantic" "Hund" "Pferd" 6
"8603" "18" 390 1 "semantic" "Schaf" "Esel" 6
"8604" "18" 391 2 "semantic" "Besen" "Staubsauger" 6
"8606" "18" 393 4 "unrelated" "Schwein" "Fahrrad" 6
"8607" "18" 394 5 "semantic" "Katze" "Loewe" 6
"8609" "18" 396 5 "unrelated" "Kuh" "Floete" 6
"8610" "18" 397 3 "congruent" "Dudelsack" "Dudelsack" 6
"8611" "18" 398 1 "congruent" "Harfe" "Harfe" 6
"8612" "18" 399 5 "semantic" "Glocke" "Klingel" 6
"8613" "18" 400 2 "congruent" "Trommel" "Trommel" 6
"8614" "18" 401 5 "unrelated" "Esel" "Hammer" 6
"8615" "18" 402 2 "congruent" "Gitarre" "Gitarre" 6
"8616" "18" 403 5 "unrelated" "Schere" "Affe" 6
"8620" "18" 407 5 "unrelated" "Hund" "Zug" 6
"8622" "18" 409 4 "congruent" "Loewe" "Loewe" 6
"8623" "18" 410 1 "congruent" "Orgel" "Orgel" 6
"8624" "18" 411 3 "semantic" "Zug" "Schiff" 6
"8625" "18" 412 5 "semantic" "Gitarre" "Trommel" 6
"8626" "18" 413 3 "unrelated" "Ente" "Orgel" 6
"8627" "18" 414 3 "congruent" "Fahrrad" "Fahrrad" 6
"8628" "18" 415 5 "semantic" "Dudelsack" "Trompete" 6
"8630" "18" 417 5 "semantic" "Geige" "Orgel" 6
"8631" "18" 418 3 "congruent" "Trompete" "Trompete" 6
"8632" "18" 419 5 "unrelated" "Schaf" "Geige" 6
"8633" "18" 420 4 "unrelated" "Glocke" "Schwein" 6
"8634" "18" 421 5 "semantic" "Saege" "Schere" 6
"8635" "18" 422 4 "congruent" "Bohrer" "Bohrer" 6
"8636" "18" 423 4 "unrelated" "Schiff" "Harfe" 6
"8638" "18" 425 5 "semantic" "Harfe" "Floete" 6
"8639" "18" 426 3 "congruent" "Staubsauger" "Staubsauger" 6
"8640" "18" 427 5 "semantic" "Pferd" "Hund" 6
"8642" "18" 429 4 "congruent" "Floete" "Floete" 6
"8645" "18" 432 5 "unrelated" "Besen" "Auto" 6
"8646" "18" 433 4 "unrelated" "Affe" "Gitarre" 6
"8647" "18" 434 5 "unrelated" "Katze" "Schiff" 6
"8648" "18" 435 4 "congruent" "Hammer" "Hammer" 6
"8649" "18" 436 5 "semantic" "Trommel" "Gitarre" 6
"8651" "18" 438 2 "congruent" "Schiff" "Schiff" 6
"8652" "18" 439 2 "semantic" "Hahn" "Ente" 6
"8653" "18" 440 5 "unrelated" "Trompete" "Staubsauger" 6
"8654" "18" 441 1 "semantic" "Esel" "Schaf" 6
"8656" "18" 443 4 "semantic" "Auto" "Fahrrad" 6
"8658" "18" 445 3 "congruent" "Hund" "Hund" 6
"8659" "18" 446 3 "semantic" "Kuh" "Affe" 6
"8660" "18" 447 4 "unrelated" "Fahrrad" "Loewe" 6
"8662" "18" 449 2 "congruent" "Affe" "Affe" 6
"8663" "18" 450 2 "congruent" "Schaf" "Schaf" 6
"8665" "18" 452 5 "unrelated" "Loewe" "Glocke" 6
"8666" "18" 453 3 "congruent" "Besen" "Besen" 6
"8667" "18" 454 5 "semantic" "Schere" "Saege" 6
"8668" "18" 455 3 "semantic" "Elefant" "Schwein" 6
"8670" "18" 457 3 "congruent" "Glocke" "Glocke" 6
"8671" "18" 458 5 "unrelated" "Hammer" "Dudelsack" 6
"8672" "18" 459 4 "congruent" "Katze" "Katze" 6
"8673" "18" 460 2 "semantic" "Schwein" "Elefant" 6
"8674" "18" 461 5 "unrelated" "Floete" "Besen" 6
"8675" "18" 462 5 "semantic" "Klingel" "Glocke" 6
"8677" "18" 464 5 "unrelated" "Bohrer" "Trompete" 6
"8678" "18" 465 3 "congruent" "Ente" "Ente" 6
"8679" "18" 466 5 "unrelated" "Staubsauger" "Kuh" 6
"8681" "18" 468 4 "unrelated" "Orgel" "Hund" 6
"8682" "18" 469 5 "semantic" "Bohrer" "Hammer" 6
"8683" "18" 470 3 "unrelated" "Trommel" "Elefant" 6
"8685" "18" 472 5 "semantic" "Floete" "Harfe" 6
"8686" "18" 473 2 "congruent" "Elefant" "Elefant" 6
"8687" "18" 474 3 "congruent" "Kuh" "Kuh" 6
"8688" "18" 475 5 "unrelated" "Geige" "Katze" 6
"8689" "18" 476 3 "semantic" "Staubsauger" "Besen" 6
"8690" "18" 477 5 "unrelated" "Gitarre" "Saege" 6
"8692" "18" 479 5 "unrelated" "Harfe" "Ente" 6
"8693" "18" 480 4 "congruent" "Klingel" "Klingel" 6
"8694" "18" 481 2 "congruent" "Esel" "Esel" 6
"8695" "18" 482 2 "congruent" "Schere" "Schere" 6
"8696" "18" 483 3 "semantic" "Fahrrad" "Auto" 6
"8699" "18" 486 4 "semantic" "Trompete" "Dudelsack" 6
"8701" "18" 488 3 "congruent" "Schwein" "Schwein" 6
"8702" "18" 489 3 "unrelated" "Saege" "Hahn" 6
"8703" "18" 490 4 "unrelated" "Pferd" "Trommel" 6
"8704" "18" 491 5 "semantic" "Orgel" "Geige" 6
"8706" "18" 493 5 "semantic" "Hammer" "Bohrer" 6
"8707" "18" 494 4 "semantic" "Loewe" "Katze" 6
"8708" "18" 495 2 "congruent" "Hahn" "Hahn" 6
"8709" "18" 496 3 "unrelated" "Dudelsack" "Pferd" 6
"8712" "18" 499 4 "unrelated" "Zug" "Esel" 6
"8713" "18" 500 3 "congruent" "Auto" "Auto" 6
"9072" "19" 375 3 "semantic" "Geige" "Orgel" 6
"9073" "19" 376 2 "semantic" "Zug" "Schiff" 6
"9074" "19" 377 5 "congruent" "Bohrer" "Bohrer" 6
"9075" "19" 378 4 "unrelated" "Affe" "Gitarre" 6
"9077" "19" 380 5 "congruent" "Floete" "Floete" 6
"9078" "19" 381 5 "congruent" "Loewe" "Loewe" 6
"9079" "19" 382 4 "unrelated" "Ente" "Orgel" 6
"9080" "19" 383 4 "congruent" "Trompete" "Trompete" 6
"9082" "19" 385 2 "unrelated" "Schiff" "Harfe" 6
"9083" "19" 386 3 "semantic" "Pferd" "Hund" 6
"9084" "19" 387 4 "congruent" "Staubsauger" "Staubsauger" 6
"9085" "19" 388 5 "semantic" "Saege" "Schere" 6
