"subj" "trial" "RT" "BPR_Resp" "ERR.code" "eat" "targ" "dist" "BPR_dir" "BPR_corrResp" "BPR_pos" "task.soa" "cond" "targ_ID" "subset" "dist_ID" "sem.pair" "blk" "pl" "occ" "sem.kat" "phon.ons" "LatSq1" "LatSq2" "LatSq3" "LatSq4" "cross.coding1" "cross.coding2" "cross.coding3" "cross.coding4" "cross.coding5" "ver"
"797" 2 120 787 ">" "+" "sonaPRP" "g_Pfeife.wav" "Pfeife__.bmp" "rechts__.bmp" ">" 312 500 1 93 9 93 0 0 0 6 6 2 NA NA NA NA NA NA NA NA NA NA
"798" 2 120 971 "/" "0" "sonaPRP" "g_Pfeife.wav" "Pfeife__.bmp" "rechts__.bmp" ">" 312 500 1 93 9 93 0 0 0 6 6 2 NA NA NA NA NA NA NA NA NA NA
"799" 2 121 628 "<" "+" "sonaPRP" "g_Kanone.wav" "Grille__.bmp" "links___.bmp" "<" 312 500 4 92 9 91 0 0 0 7 9 2 NA NA NA NA NA NA NA NA NA NA
"800" 2 121 785 "/" "0" "sonaPRP" "g_Kanone.wav" "Grille__.bmp" "links___.bmp" "<" 312 500 4 92 9 91 0 0 0 7 9 2 NA NA NA NA NA NA NA NA NA NA
"801" 2 122 528 ">" "+" "sonaPRP" "g_Hubsch.wav" "Hubsch__.bmp" "rechts__.bmp" ">" 672 0 1 96 9 96 0 0 0 2 8 2 NA NA NA NA NA NA NA NA NA NA
"802" 2 122 1124 "/" "0" "sonaPRP" "g_Hubsch.wav" "Hubsch__.bmp" "rechts__.bmp" ">" 672 0 1 96 9 96 0 0 0 2 8 2 NA NA NA NA NA NA NA NA NA NA
"803" 2 123 713 "<" "+" "sonaPRP" "g_Pistol.wav" "Telefo__.bmp" "links___.bmp" "<" 672 0 5 94 9 97 0 0 0 7 16 2 NA NA NA NA NA NA NA NA NA NA
"804" 2 123 1188 "/" "0" "sonaPRP" "g_Pistol.wav" "Telefo__.bmp" "links___.bmp" "<" 672 0 5 94 9 97 0 0 0 7 16 2 NA NA NA NA NA NA NA NA NA NA
"805" 2 124 771 "<" "+" "sonaPRP" "g_Toilet.wav" "Kanone__.bmp" "links___.bmp" "<" 312 500 5 95 9 92 0 0 0 8 14 2 NA NA NA NA NA NA NA NA NA NA
"806" 2 124 911 "/" "0" "sonaPRP" "g_Toilet.wav" "Kanone__.bmp" "links___.bmp" "<" 312 500 5 95 9 92 0 0 0 8 14 2 NA NA NA NA NA NA NA NA NA NA
"807" 2 125 752 ">" "+" "sonaPRP" "g_Pfeife.wav" "Pistol__.bmp" "rechts__.bmp" ">" 312 500 3 93 9 94 0 0 0 6 6 2 NA NA NA NA NA NA NA NA NA NA
"808" 2 125 933 "/" "0" "sonaPRP" "g_Pfeife.wav" "Pistol__.bmp" "rechts__.bmp" ">" 312 500 3 93 9 94 0 0 0 6 6 2 NA NA NA NA NA NA NA NA NA NA
"809" 2 126 640 ">" "+" "sonaPRP" "g_Frosch.wav" "Telefo__.bmp" "rechts__.bmp" ">" 672 0 4 90 9 97 0 0 0 1 6 2 NA NA NA NA NA NA NA NA NA NA
"810" 2 126 1182 "/" "0" "sonaPRP" "g_Frosch.wav" "Telefo__.bmp" "rechts__.bmp" ">" 672 0 4 90 9 97 0 0 0 1 6 2 NA NA NA NA NA NA NA NA NA NA
"811" 2 129 735 ">" "+" "sonaPRP" "g_Grille.wav" "Pistol__.bmp" "rechts__.bmp" ">" 312 0 5 91 9 94 0 0 0 0 1 7 0 0 0 0 450 452 454 456 458 2
"812" 2 129 1146 "/" "0" "sonaPRP" "g_Grille.wav" "Pistol__.bmp" "rechts__.bmp" ">" 312 0 5 91 9 94 0 0 0 0 1 7 0 0 0 0 450 452 454 456 458 2
"813" 2 130 846 "<" "+" "sonaPRP" "g_Hubsch.wav" "Toilet__.bmp" "links___.bmp" "<" 672 500 6 96 9 95 0 0 0 0 2 8 0 0 0 0 451 453 455 457 459 2
"814" 2 130 427 "/" "1" "sonaPRP" "g_Hubsch.wav" "Toilet__.bmp" "links___.bmp" "<" 672 500 6 96 9 95 0 0 0 0 2 8 0 0 0 0 451 453 455 457 459 2
"815" 2 131 730 "<" "+" "sonaPRP" "g_Geige_.wav" "Katze___.bmp" "links___.bmp" "<" 312 500 3 11 2 18 11 1 2 1 5 7 2 1 3 4 67 11 18 313 412 2
"816" 2 131 825 "/" "0" "sonaPRP" "g_Geige_.wav" "Katze___.bmp" "links___.bmp" "<" 312 500 3 11 2 18 11 1 2 1 5 7 2 1 3 4 67 11 18 313 412 2
"817" 2 132 634 ">" "+" "sonaPRP" "g_Hahn__.wav" "Klinge__.bmp" "rechts__.bmp" ">" 672 0 3 14 1 19 6 1 2 1 1 8 2 1 3 4 70 14 19 316 416 2
"818" 2 132 1000 "/" "0" "sonaPRP" "g_Hahn__.wav" "Klinge__.bmp" "rechts__.bmp" ">" 672 0 3 14 1 19 6 1 2 1 1 8 2 1 3 4 70 14 19 316 416 2
"819" 2 133 787 ">" "+" "sonaPRP" "g_Elefan.wav" "Bohrer__.bmp" "rechts__.bmp" ">" 672 0 3 6 1 4 2 1 2 1 1 5 2 1 3 4 4 6 200 274 362 2
"820" 2 133 1243 "/" "0" "sonaPRP" "g_Elefan.wav" "Bohrer__.bmp" "rechts__.bmp" ">" 672 0 3 6 1 4 2 1 2 1 1 5 2 1 3 4 4 6 200 274 362 2
"821" 2 134 560 ">" "+" "sonaPRP" "g_Harfe_.wav" "Harfe___.bmp" "rechts__.bmp" ">" 672 0 1 16 1 16 8 1 2 1 5 8 2 1 3 4 61 147 225 16 403 2
"822" 2 134 1094 "/" "0" "sonaPRP" "g_Harfe_.wav" "Harfe___.bmp" "rechts__.bmp" ">" 672 0 1 16 1 16 8 1 2 1 5 8 2 1 3 4 61 147 225 16 403 2
"823" 2 135 829 "<" "+" "sonaPRP" "g_Loewe_.wav" "Loewe___.bmp" "links___.bmp" "<" 312 500 1 21 2 21 9 1 2 1 1 10 2 1 3 4 74 21 234 318 422 2
"824" 2 135 695 "/" "0" "sonaPRP" "g_Loewe_.wav" "Loewe___.bmp" "links___.bmp" "<" 312 500 1 21 2 21 9 1 2 1 1 10 2 1 3 4 74 21 234 318 422 2
"825" 2 136 538 ">" "+" "sonaPRP" "g_Orgel_.wav" "Katze___.bmp" "rechts__.bmp" ">" 672 0 4 22 1 18 11 1 2 1 5 11 2 1 3 4 68 153 18 22 413 2
"826" 2 136 1338 "/" "0" "sonaPRP" "g_Orgel_.wav" "Katze___.bmp" "rechts__.bmp" ">" 672 0 4 22 1 18 11 1 2 1 5 11 2 1 3 4 68 153 18 22 413 2
"827" 2 137 886 ">" "+" "sonaPRP" "g_Schere.wav" "Affe____.bmp" "rechts__.bmp" ">" 312 0 3 26 1 1 14 1 2 1 4 13 2 1 3 4 1 115 193 264 26 2
"828" 2 137 1940 "/" "0" "sonaPRP" "g_Schere.wav" "Affe____.bmp" "rechts__.bmp" ">" 312 0 3 26 1 1 14 1 2 1 4 13 2 1 3 4 1 115 193 264 26 2
"829" 2 138 1061 ">" "+" "sonaPRP" "g_Floete.wav" "Ente____.bmp" "rechts__.bmp" ">" 672 500 4 10 2 7 8 1 2 1 5 6 2 1 3 4 7 125 10 284 373 2
"830" 2 138 945 "/" "0" "sonaPRP" "g_Floete.wav" "Ente____.bmp" "rechts__.bmp" ">" 672 500 4 10 2 7 8 1 2 1 5 6 2 1 3 4 7 125 10 284 373 2
"831" 2 139 730 "<" "+" "sonaPRP" "g_Schiff.wav" "Esel____.bmp" "links___.bmp" "<" 672 500 4 27 2 8 16 1 2 1 2 13 2 1 3 4 8 128 214 287 27 2
"832" 2 139 1085 "/" "0" "sonaPRP" "g_Schiff.wav" "Esel____.bmp" "links___.bmp" "<" 672 500 4 27 2 8 16 1 2 1 2 13 2 1 3 4 8 128 214 287 27 2
"833" 2 140 677 ">" "+" "sonaPRP" "g_Tromme.wav" "Saege___.bmp" "rechts__.bmp" ">" 312 500 4 30 2 24 4 1 2 1 5 14 2 1 3 4 86 168 242 24 30 2
"834" 2 140 814 "/" "0" "sonaPRP" "g_Tromme.wav" "Saege___.bmp" "rechts__.bmp" ">" 312 500 4 30 2 24 4 1 2 1 5 14 2 1 3 4 86 168 242 24 30 2
"835" 2 141 452 "<" "+" "sonaPRP" "g_Glocke.wav" "Klinge__.bmp" "links___.bmp" "<" 312 0 2 13 1 19 5 1 2 1 6 7 2 1 3 4 13 141 19 299 393 2
"836" 2 141 1050 "/" "0" "sonaPRP" "g_Glocke.wav" "Klinge__.bmp" "links___.bmp" "<" 312 0 2 13 1 19 5 1 2 1 6 7 2 1 3 4 13 141 19 299 393 2
"837" 2 142 765 "<" "+" "sonaPRP" "g_Dudels.wav" "Pferd___.bmp" "links___.bmp" "<" 312 500 3 5 2 23 15 1 2 1 5 4 2 1 3 4 81 5 23 324 432 2
"838" 2 142 1578 "/" "0" "sonaPRP" "g_Dudels.wav" "Pferd___.bmp" "links___.bmp" "<" 312 500 3 5 2 23 15 1 2 1 5 4 2 1 3 4 81 5 23 324 432 2
"839" 2 143 1196 "<" "+" "sonaPRP" "g_Schwei.wav" "Elefan__.bmp" "links___.bmp" "<" 672 500 2 28 2 6 2 1 2 1 1 13 2 1 3 4 97 6 253 28 440 2
"840" 2 143 1055 "/" "0" "sonaPRP" "g_Schwei.wav" "Elefan__.bmp" "links___.bmp" "<" 672 500 2 28 2 6 2 1 2 1 1 13 2 1 3 4 97 6 253 28 440 2
"841" 2 144 1098 ">" "+" "sonaPRP" "g_Esel__.wav" "Esel____.bmp" "rechts__.bmp" ">" 312 500 1 8 2 8 13 1 2 1 1 5 2 1 3 4 8 126 211 285 374 2
"842" 2 144 1455 "/" "0" "sonaPRP" "g_Esel__.wav" "Esel____.bmp" "rechts__.bmp" ">" 312 500 1 8 2 8 13 1 2 1 1 5 2 1 3 4 8 126 211 285 374 2
"843" 2 145 911 ">" "+" "sonaPRP" "g_Gitarr.wav" "Gitarr__.bmp" "rechts__.bmp" ">" 672 0 1 12 1 12 4 1 2 1 5 7 2 1 3 4 53 136 12 295 389 2
"844" 2 145 1626 "/" "0" "sonaPRP" "g_Gitarr.wav" "Gitarr__.bmp" "rechts__.bmp" ">" 672 0 1 12 1 12 4 1 2 1 5 7 2 1 3 4 53 136 12 295 389 2
"845" 2 146 583 "<" "+" "sonaPRP" "g_Katze_.wav" "Loewe___.bmp" "links___.bmp" "<" 672 0 2 18 1 21 9 1 2 1 1 9 2 1 3 4 66 21 18 312 411 2
"846" 2 146 1194 "/" "0" "sonaPRP" "g_Katze_.wav" "Loewe___.bmp" "links___.bmp" "<" 672 0 2 18 1 21 9 1 2 1 1 9 2 1 3 4 66 21 18 312 411 2
"847" 2 147 801 "<" "+" "sonaPRP" "g_Saege_.wav" "Schere__.bmp" "links___.bmp" "<" 672 500 2 24 2 26 14 1 2 1 4 12 2 1 3 4 84 166 241 24 26 2
"848" 2 147 1045 "/" "0" "sonaPRP" "g_Saege_.wav" "Schere__.bmp" "links___.bmp" "<" 672 500 2 24 2 26 14 1 2 1 4 12 2 1 3 4 84 166 241 24 26 2
"849" 2 148 1099 ">" "+" "sonaPRP" "g_Hund__.wav" "Tromme__.bmp" "rechts__.bmp" ">" 312 500 4 17 2 30 12 1 2 1 1 8 2 1 3 4 17 187 256 340 30 2
"850" 2 148 977 "/" "0" "sonaPRP" "g_Hund__.wav" "Tromme__.bmp" "rechts__.bmp" ">" 312 500 4 17 2 30 12 1 2 1 1 8 2 1 3 4 17 187 256 340 30 2
"851" 2 149 1580 ">" "+" "sonaPRP" "g_Bohrer.wav" "Trompe__.bmp" "rechts__.bmp" ">" 312 500 3 4 2 31 7 1 2 1 4 3 2 1 3 4 4 189 259 343 31 2
"852" 2 149 1405 "/" "0" "sonaPRP" "g_Bohrer.wav" "Trompe__.bmp" "rechts__.bmp" ">" 312 500 3 4 2 31 7 1 2 1 4 3 2 1 3 4 4 189 259 343 31 2
"853" 2 150 845 "<" "+" "sonaPRP" "g_Fahrra.wav" "Schaf___.bmp" "links___.bmp" "<" 672 0 4 9 1 25 3 1 2 1 2 6 2 1 3 4 88 172 9 25 438 2
"854" 2 150 1338 "/" "1" "sonaPRP" "g_Fahrra.wav" "Schaf___.bmp" "links___.bmp" "<" 672 0 4 9 1 25 3 1 2 1 2 6 2 1 3 4 88 172 9 25 438 2
"855" 2 151 1210 "<" "+" "sonaPRP" "g_Staubs.wav" "Staubs__.bmp" "links___.bmp" "<" 312 500 1 29 2 29 1 1 2 1 3 13 2 1 3 4 99 182 29 333 443 2
"856" 2 151 1083 "/" "0" "sonaPRP" "g_Staubs.wav" "Staubs__.bmp" "links___.bmp" "<" 312 500 1 29 2 29 1 1 2 1 3 13 2 1 3 4 99 182 29 333 443 2
"857" 2 152 1303 ">" "+" "sonaPRP" "g_Ente__.wav" "Hahn____.bmp" "rechts__.bmp" ">" 672 500 2 7 2 14 6 1 2 1 1 5 2 1 3 4 7 14 209 283 371 2
"858" 2 152 2545 "/" "1" "sonaPRP" "g_Ente__.wav" "Hahn____.bmp" "rechts__.bmp" ">" 672 500 2 7 2 14 6 1 2 1 1 5 2 1 3 4 7 14 209 283 371 2
"859" 2 153 974 ">" "+" "sonaPRP" "g_Zug___.wav" "Zug_____.bmp" "rechts__.bmp" ">" 312 0 1 32 1 32 16 1 2 1 2 15 2 1 3 4 110 32 260 345 446 2
"860" 2 153 1166 "/" "0" "sonaPRP" "g_Zug___.wav" "Zug_____.bmp" "rechts__.bmp" ">" 312 0 1 32 1 32 16 1 2 1 2 15 2 1 3 4 110 32 260 345 446 2
"861" 2 154 1294 ">" "+" "sonaPRP" "g_Schaf_.wav" "Esel____.bmp" "rechts__.bmp" ">" 672 0 2 25 1 8 13 1 2 1 1 13 2 1 3 4 8 170 244 25 436 2
"862" 2 154 3000 "-" "1" "sonaPRP" "g_Schaf_.wav" "Esel____.bmp" "rechts__.bmp" ">" 672 0 2 25 1 8 13 1 2 1 1 13 2 1 3 4 8 170 244 25 436 2
"863" 2 155 2183 "<" "+" "sonaPRP" "g_Trompe.wav" "Pferd___.bmp" "links___.bmp" "<" 672 0 4 31 1 23 15 1 2 1 5 14 2 1 3 4 82 164 23 325 31 2
"864" 2 155 2266 "/" "0" "sonaPRP" "g_Trompe.wav" "Pferd___.bmp" "links___.bmp" "<" 672 0 4 31 1 23 15 1 2 1 5 14 2 1 3 4 82 164 23 325 31 2
"865" 2 156 1566 "<" "+" "sonaPRP" "g_Affe__.wav" "Kuh_____.bmp" "links___.bmp" "<" 312 500 2 1 2 20 10 1 2 1 1 1 2 1 3 4 1 114 192 20 350 2
"866" 2 156 1364 "/" "0" "sonaPRP" "g_Affe__.wav" "Kuh_____.bmp" "links___.bmp" "<" 312 500 2 1 2 20 10 1 2 1 1 1 2 1 3 4 1 114 192 20 350 2
"867" 2 157 1140 "<" "+" "sonaPRP" "g_Besen_.wav" "Staubs__.bmp" "links___.bmp" "<" 312 0 2 3 1 29 1 1 2 1 3 3 2 1 3 4 34 3 29 270 357 2
"868" 2 157 1424 "/" "0" "sonaPRP" "g_Besen_.wav" "Staubs__.bmp" "links___.bmp" "<" 312 0 2 3 1 29 1 1 2 1 3 3 2 1 3 4 34 3 29 270 357 2
"869" 2 158 748 ">" "+" "sonaPRP" "g_Pferd_.wav" "Pferd___.bmp" "rechts__.bmp" ">" 312 0 1 23 1 23 12 1 2 1 1 6 2 1 3 4 80 162 23 322 430 2
"870" 2 158 996 "/" "0" "sonaPRP" "g_Pferd_.wav" "Pferd___.bmp" "rechts__.bmp" ">" 312 0 1 23 1 23 12 1 2 1 1 6 2 1 3 4 80 162 23 322 430 2
"871" 2 159 1419 "<" "+" "sonaPRP" "g_Klinge.wav" "Klinge__.bmp" "links___.bmp" "<" 672 500 1 19 2 19 5 1 2 1 6 9 2 1 3 4 69 154 19 314 414 2
"872" 2 159 1092 "/" "0" "sonaPRP" "g_Klinge.wav" "Klinge__.bmp" "links___.bmp" "<" 672 500 1 19 2 19 5 1 2 1 6 9 2 1 3 4 69 154 19 314 414 2
"873" 2 160 1431 "<" "+" "sonaPRP" "g_Auto__.wav" "Schaf___.bmp" "links___.bmp" "<" 672 500 3 2 2 25 3 1 2 1 2 2 2 1 3 4 2 171 245 25 437 2
"874" 2 160 1233 "/" "0" "sonaPRP" "g_Auto__.wav" "Schaf___.bmp" "links___.bmp" "<" 672 500 3 2 2 25 3 1 2 1 2 2 2 1 3 4 2 171 245 25 437 2
"875" 2 161 937 "<" "+" "sonaPRP" "g_Kuh___.wav" "Floete__.bmp" "links___.bmp" "<" 312 0 3 20 1 10 10 1 2 1 1 9 2 1 3 4 49 134 10 20 383 2
"876" 2 161 1295 "/" "0" "sonaPRP" "g_Kuh___.wav" "Floete__.bmp" "links___.bmp" "<" 312 0 3 20 1 10 10 1 2 1 1 9 2 1 3 4 49 134 10 20 383 2
"877" 2 162 3000 "-" "-" "sonaPRP" "g_Hammer.wav" "Trompe__.bmp" "rechts__.bmp" ">" 312 0 4 15 1 31 7 1 2 1 4 8 2 1 3 4 109 190 15 344 31 2
"878" 2 162 3000 "-" "4" "sonaPRP" "g_Hammer.wav" "Trompe__.bmp" "rechts__.bmp" ">" 312 0 4 15 1 31 7 1 2 1 4 8 2 1 3 4 109 190 15 344 31 2
"879" 2 163 640 "<" "+" "sonaPRP" "g_Glocke.wav" "Schwei__.bmp" "links___.bmp" "<" 672 0 3 13 1 28 5 1 2 2 6 7 4 2 1 3 13 180 254 28 441 2
"880" 2 163 691 "/" "4" "sonaPRP" "g_Glocke.wav" "Schwei__.bmp" "links___.bmp" "<" 672 0 3 13 1 28 5 1 2 2 6 7 4 2 1 3 13 180 254 28 441 2
"881" 2 164 951 ">" "+" "sonaPRP" "g_Saege_.wav" "Hahn____.bmp" "rechts__.bmp" ">" 312 500 3 24 2 14 14 1 2 2 4 12 4 2 1 3 57 14 223 24 398 2
"882" 2 164 835 "/" "0" "sonaPRP" "g_Saege_.wav" "Hahn____.bmp" "rechts__.bmp" ">" 312 500 3 24 2 14 14 1 2 2 4 12 4 2 1 3 57 14 223 24 398 2
"883" 2 165 576 "<" "+" "sonaPRP" "g_Pferd_.wav" "Hund____.bmp" "links___.bmp" "<" 312 0 2 23 1 17 12 1 2 2 1 6 4 2 1 3 17 163 23 323 431 2
"884" 2 165 1065 "/" "0" "sonaPRP" "g_Pferd_.wav" "Hund____.bmp" "links___.bmp" "<" 312 0 2 23 1 17 12 1 2 2 1 6 4 2 1 3 17 163 23 323 431 2
"885" 2 166 750 "<" "+" "sonaPRP" "g_Hahn__.wav" "Orgel___.bmp" "links___.bmp" "<" 672 0 4 14 1 22 6 1 2 2 1 8 4 2 1 3 79 14 239 22 429 2
"886" 2 166 1011 "/" "0" "sonaPRP" "g_Hahn__.wav" "Orgel___.bmp" "links___.bmp" "<" 672 0 4 14 1 22 6 1 2 2 1 8 4 2 1 3 79 14 239 22 429 2
"887" 2 167 804 "<" "+" "sonaPRP" "g_Schiff.wav" "Schiff__.bmp" "links___.bmp" "<" 672 500 1 27 2 27 16 1 2 2 2 13 4 2 1 3 92 177 249 329 27 2
"888" 2 167 654 "/" "0" "sonaPRP" "g_Schiff.wav" "Schiff__.bmp" "links___.bmp" "<" 672 500 1 27 2 27 16 1 2 2 2 13 4 2 1 3 92 177 249 329 27 2
"889" 2 168 486 ">" "+" "sonaPRP" "g_Kuh___.wav" "Gitarr__.bmp" "rechts__.bmp" ">" 672 0 4 20 1 12 10 1 2 2 1 9 4 2 1 3 55 139 12 20 391 2
"890" 2 168 831 "/" "0" "sonaPRP" "g_Kuh___.wav" "Gitarr__.bmp" "rechts__.bmp" ">" 672 0 4 20 1 12 10 1 2 2 1 9 4 2 1 3 55 139 12 20 391 2
"891" 2 169 731 "<" "+" "sonaPRP" "g_Loewe_.wav" "Katze___.bmp" "links___.bmp" "<" 312 500 2 21 2 18 9 1 2 2 1 10 4 2 1 3 75 21 18 319 423 2
"892" 2 169 1251 "/" "0" "sonaPRP" "g_Loewe_.wav" "Katze___.bmp" "links___.bmp" "<" 312 500 2 21 2 18 9 1 2 2 1 10 4 2 1 3 75 21 18 319 423 2
"893" 2 170 573 ">" "+" "sonaPRP" "g_Bohrer.wav" "Dudels__.bmp" "rechts__.bmp" ">" 672 500 4 4 2 5 7 1 2 2 4 3 4 2 1 3 4 5 204 278 366 2
"894" 2 170 1294 "/" "0" "sonaPRP" "g_Bohrer.wav" "Dudels__.bmp" "rechts__.bmp" ">" 672 500 4 4 2 5 7 1 2 2 4 3 4 2 1 3 4 5 204 278 366 2
"895" 2 171 700 ">" "+" "sonaPRP" "g_Staubs.wav" "Besen___.bmp" "rechts__.bmp" ">" 672 500 2 29 2 3 1 1 2 2 3 13 4 2 1 3 100 3 29 334 444 2
"896" 2 171 728 "/" "0" "sonaPRP" "g_Staubs.wav" "Besen___.bmp" "rechts__.bmp" ">" 672 500 2 29 2 3 1 1 2 2 3 13 4 2 1 3 100 3 29 334 444 2
"897" 2 172 487 "<" "+" "sonaPRP" "g_Gitarr.wav" "Tromme__.bmp" "links___.bmp" "<" 672 0 2 12 1 30 4 1 2 2 5 7 4 2 1 3 54 137 12 296 30 2
"898" 2 172 818 "/" "0" "sonaPRP" "g_Gitarr.wav" "Tromme__.bmp" "links___.bmp" "<" 672 0 2 12 1 30 4 1 2 2 5 7 4 2 1 3 54 137 12 296 30 2
"899" 2 173 679 "<" "+" "sonaPRP" "g_Zug___.wav" "Schiff__.bmp" "links___.bmp" "<" 312 0 2 32 1 27 16 1 2 2 2 15 4 2 1 3 111 32 261 346 27 2
"900" 2 173 1082 "/" "0" "sonaPRP" "g_Zug___.wav" "Schiff__.bmp" "links___.bmp" "<" 312 0 2 32 1 27 16 1 2 2 2 15 4 2 1 3 111 32 261 346 27 2
"901" 2 174 1325 ">" "+" "sonaPRP" "g_Besen_.wav" "Auto____.bmp" "rechts__.bmp" ">" 672 0 3 3 1 2 1 1 2 2 3 3 4 2 1 3 2 3 196 267 354 2
"902" 2 174 1567 "/" "0" "sonaPRP" "g_Besen_.wav" "Auto____.bmp" "rechts__.bmp" ">" 672 0 3 3 1 2 1 1 2 2 3 3 4 2 1 3 2 3 196 267 354 2
"903" 2 175 548 "<" "+" "sonaPRP" "g_Tromme.wav" "Tromme__.bmp" "links___.bmp" "<" 672 500 1 30 2 30 4 1 2 2 5 14 4 2 1 3 104 184 255 337 30 2
"904" 2 175 892 "/" "0" "sonaPRP" "g_Tromme.wav" "Tromme__.bmp" "links___.bmp" "<" 672 500 1 30 2 30 4 1 2 2 5 14 4 2 1 3 104 184 255 337 30 2
"905" 2 176 459 ">" "+" "sonaPRP" "g_Auto__.wav" "Loewe___.bmp" "rechts__.bmp" ">" 672 500 4 2 2 21 3 1 2 2 2 2 4 2 1 3 2 21 235 321 425 2
"906" 2 176 729 "/" "0" "sonaPRP" "g_Auto__.wav" "Loewe___.bmp" "rechts__.bmp" ">" 672 500 4 2 2 21 3 1 2 2 2 2 4 2 1 3 2 21 235 321 425 2
"907" 2 177 739 ">" "+" "sonaPRP" "g_Orgel_.wav" "Orgel___.bmp" "rechts__.bmp" ">" 312 0 1 22 1 22 11 1 2 2 5 11 4 2 1 3 77 160 236 22 426 2
"908" 2 177 1022 "/" "0" "sonaPRP" "g_Orgel_.wav" "Orgel___.bmp" "rechts__.bmp" ">" 312 0 1 22 1 22 11 1 2 2 5 11 4 2 1 3 77 160 236 22 426 2
"909" 2 178 673 "<" "+" "sonaPRP" "g_Hammer.wav" "Hammer__.bmp" "links___.bmp" "<" 312 0 1 15 1 15 7 1 2 2 4 8 4 2 1 3 59 143 15 305 399 2
"910" 2 178 987 "/" "0" "sonaPRP" "g_Hammer.wav" "Hammer__.bmp" "links___.bmp" "<" 312 0 1 15 1 15 7 1 2 2 4 8 4 2 1 3 59 143 15 305 399 2
"911" 2 179 848 ">" "+" "sonaPRP" "g_Affe__.wav" "Gitarr__.bmp" "rechts__.bmp" ">" 312 500 3 1 2 12 10 1 2 2 1 1 4 2 1 3 1 138 12 297 390 2
"912" 2 179 820 "/" "0" "sonaPRP" "g_Affe__.wav" "Gitarr__.bmp" "rechts__.bmp" ">" 312 500 3 1 2 12 10 1 2 2 1 1 4 2 1 3 1 138 12 297 390 2
"913" 2 180 632 "<" "+" "sonaPRP" "g_Esel__.wav" "Schaf___.bmp" "links___.bmp" "<" 672 500 2 8 2 25 13 1 2 2 1 5 4 2 1 3 8 127 212 25 375 2
"914" 2 180 1196 "/" "0" "sonaPRP" "g_Esel__.wav" "Schaf___.bmp" "links___.bmp" "<" 672 500 2 8 2 25 13 1 2 2 1 5 4 2 1 3 8 127 212 25 375 2
"915" 2 181 1420 "<" "+" "sonaPRP" "g_Klinge.wav" "Glocke__.bmp" "links___.bmp" "<" 312 500 2 19 2 13 5 1 2 2 6 9 4 2 1 3 13 155 19 315 415 2
"916" 2 181 1068 "/" "0" "sonaPRP" "g_Klinge.wav" "Glocke__.bmp" "links___.bmp" "<" 312 500 2 19 2 13 5 1 2 2 6 9 4 2 1 3 13 155 19 315 415 2
"917" 2 182 689 "<" "+" "sonaPRP" "g_Trompe.wav" "Trompe__.bmp" "links___.bmp" "<" 312 0 1 31 1 31 15 1 2 2 5 14 4 2 1 3 107 188 257 341 31 2
"918" 2 182 954 "/" "0" "sonaPRP" "g_Trompe.wav" "Trompe__.bmp" "links___.bmp" "<" 312 0 1 31 1 31 15 1 2 2 5 14 4 2 1 3 107 188 257 341 31 2
"919" 2 183 800 ">" "+" "sonaPRP" "g_Schaf_.wav" "Geige___.bmp" "rechts__.bmp" ">" 312 0 3 25 1 11 13 1 2 2 1 13 4 2 1 3 52 11 217 25 387 2
"920" 2 183 1128 "/" "0" "sonaPRP" "g_Schaf_.wav" "Geige___.bmp" "rechts__.bmp" ">" 312 0 3 25 1 11 13 1 2 2 1 13 4 2 1 3 52 11 217 25 387 2
"921" 2 184 928 ">" "+" "sonaPRP" "g_Elefan.wav" "Fahrra__.bmp" "rechts__.bmp" ">" 672 0 4 6 1 9 2 1 2 2 1 5 4 2 1 3 46 6 9 290 380 2
"922" 2 184 1133 "/" "0" "sonaPRP" "g_Elefan.wav" "Fahrra__.bmp" "rechts__.bmp" ">" 672 0 4 6 1 9 2 1 2 2 1 5 4 2 1 3 46 6 9 290 380 2
"923" 2 185 719 ">" "+" "sonaPRP" "g_Floete.wav" "Floete__.bmp" "rechts__.bmp" ">" 312 500 1 10 2 10 8 1 2 2 5 6 4 2 1 3 47 132 10 291 381 2
"924" 2 185 798 "/" "0" "sonaPRP" "g_Floete.wav" "Floete__.bmp" "rechts__.bmp" ">" 312 500 1 10 2 10 8 1 2 2 5 6 4 2 1 3 47 132 10 291 381 2
"925" 2 186 615 "<" "+" "sonaPRP" "g_Katze_.wav" "Schiff__.bmp" "links___.bmp" "<" 312 0 3 18 1 27 9 1 2 2 1 9 4 2 1 3 94 178 18 331 27 2
"926" 2 186 931 "/" "0" "sonaPRP" "g_Katze_.wav" "Schiff__.bmp" "links___.bmp" "<" 312 0 3 18 1 27 9 1 2 2 1 9 4 2 1 3 94 178 18 331 27 2
"927" 2 187 769 ">" "+" "sonaPRP" "g_Schere.wav" "Hahn____.bmp" "rechts__.bmp" ">" 312 0 4 26 1 14 14 1 2 2 4 13 4 2 1 3 58 14 224 304 26 2
"928" 2 187 1040 "/" "0" "sonaPRP" "g_Schere.wav" "Hahn____.bmp" "rechts__.bmp" ">" 312 0 4 26 1 14 14 1 2 2 4 13 4 2 1 3 58 14 224 304 26 2
"929" 2 188 967 ">" "+" "sonaPRP" "g_Hund__.wav" "Hund____.bmp" "rechts__.bmp" ">" 672 500 1 17 2 17 12 1 2 2 1 8 4 2 1 3 17 149 228 308 406 2
