"targ_ID" "cond" "task.soa" "subj" "trial" "RT.task1" "ERR.code.task1" "RT.task2" "ERR.code.task2" "dist_ID" "blk" "ERR.task1" "ERR.task2.old" "ERR.task2" "RT.task1.old" "RT.task2.old" "out" "exp"
"2072" "Hammer" "semantic" "0" "19" 167 772 "correct" 1351 "correct" "Bohrer" "1" 0 0 0 772 1351 0 2
"2073" "Hammer" "semantic" "0" "12" 158 784 "correct" 1363 "correct" "Bohrer" "1" 0 0 0 784 1363 0 2
"2074" "Hammer" "semantic" "0" "11" 179 523 "correct" 1395 "correct" "Bohrer" "1" 0 0 0 523 1395 0 2
"2075" "Hammer" "semantic" "0" "2" 262 665 "correct" 923 "correct" "Bohrer" "2" 0 0 0 665 923 0 2
"2076" "Hammer" "semantic" "0" "20" 154 586 "correct" 1181 "correct" "Bohrer" "1" 0 0 0 586 1181 0 2
"2077" "Hammer" "semantic" "0" "15" 291 621 "correct" 899 "correct" "Bohrer" "3" 0 0 0 621 899 0 2
"2078" "Hammer" "semantic" "0" "5" 379 573 "correct" 820 "correct" "Bohrer" "4" 0 0 0 573 820 0 2
"2079" "Hammer" "semantic" "0" "4" 162 633 "correct" 1371 "correct" "Bohrer" "1" 0 0 0 633 1371 0 2
"2080" "Hammer" "semantic" "0" "13" 395 563 "correct" 1032 "correct" "Bohrer" "4" 0 0 0 563 1032 0 2
"2081" "Hammer" "semantic" "0" "14" 311 722 "correct" 2037 "correct" "Bohrer" "3" 0 0 0 722 2037 0 2
"2082" "Hammer" "semantic" "0" "7" 269 510 "correct" 919 "correct" "Bohrer" "3" 0 0 0 510 919 0 2
"2083" "Hammer" "semantic" "0" "22" 330 528 "correct" 1188 "correct" "Bohrer" "3" 0 0 0 528 1188 0 2
"2084" "Hammer" "semantic" "0" "8" 346 658 "correct" 1055 "correct" "Bohrer" "4" 0 0 0 658 1055 0 2
"2085" "Hammer" "semantic" "0" "10" 243 698 "correct" 1144 "correct" "Bohrer" "2" 0 0 0 698 1144 0 2
"2086" "Hammer" "semantic" "0" "6" 311 NA "none/false" 1868 "correct" "Bohrer" "3" 1 0 0 NA 1868 0 2
"2087" "Hammer" "semantic" "0" "18" 256 NA "none/false" 1389 "correct" "Bohrer" "2" 1 0 0 530 1389 0 2
"2088" "Hammer" "semantic" "0" "3" 178 940 "correct" 1367 "correct" "Bohrer" "1" 0 0 0 940 1367 0 2
"2089" "Hammer" "semantic" "500" "24" 137 705 "correct" 842 "correct" "Bohrer" "1" 0 0 0 705 842 0 2
"2090" "Hammer" "semantic" "500" "11" 286 375 "correct" 895 "correct" "Bohrer" "3" 0 0 0 375 895 0 2
"2091" "Hammer" "semantic" "500" "17" 391 509 "correct" 861 "correct" "Bohrer" "4" 0 0 0 509 861 0 2
"2092" "Hammer" "semantic" "500" "20" 362 418 "correct" 777 "correct" "Bohrer" "4" 0 0 0 418 777 0 2
"2093" "Hammer" "semantic" "500" "9" 385 699 "correct" NA "smack" "Bohrer" "4" 0 1 1 699 581 0 2
"2094" "Hammer" "semantic" "500" "2" 322 467 "correct" 929 "correct" "Bohrer" "3" 0 0 0 467 929 0 2
"2095" "Hammer" "semantic" "500" "23" 177 996 "correct" 1129 "correct" "Bohrer" "1" 0 0 0 996 1129 0 2
"2096" "Hammer" "semantic" "500" "6" 257 759 "correct" NA "none/false" "Bohrer" "2" 0 1 1 759 1527 0 2
"2097" "Hammer" "semantic" "500" "10" 324 617 "correct" 1140 "correct" "Bohrer" "3" 0 0 0 617 1140 0 2
"2098" "Hammer" "semantic" "500" "13" 222 606 "correct" 1202 "correct" "Bohrer" "2" 0 0 0 606 1202 0 2
"2099" "Hammer" "semantic" "500" "12" 363 1010 "correct" 1816 "correct" "Bohrer" "4" 0 0 0 1010 1816 0 2
"2100" "Hammer" "semantic" "500" "19" 282 446 "correct" 757 "correct" "Bohrer" "3" 0 0 0 446 757 0 2
"2101" "Hammer" "semantic" "500" "8" 146 458 "correct" 1041 "correct" "Bohrer" "1" 0 0 0 458 1041 0 2
"2102" "Hammer" "semantic" "500" "16" 132 722 "correct" NA "none/false" "Bohrer" "1" 0 1 1 722 1110 0 2
"2103" "Hammer" "semantic" "500" "15" 164 918 "correct" 1359 "correct" "Bohrer" "1" 0 0 0 918 1359 0 2
"2104" "Hammer" "semantic" "500" "4" 346 575 "correct" 1247 "correct" "Bohrer" "4" 0 0 0 575 1247 0 2
"2105" "Hammer" "semantic" "500" "22" 236 648 "correct" 1164 "correct" "Bohrer" "2" 0 0 0 648 1164 0 2
"2106" "Hammer" "semantic" "500" "3" 294 744 "correct" 1238 "correct" "Bohrer" "3" 0 0 0 744 1238 0 2
"2107" "Hammer" "semantic" "500" "1" 384 650 "correct" 962 "correct" "Bohrer" "4" 0 0 0 650 962 0 2
"2108" "Hammer" "semantic" "500" "7" 185 498 "correct" 831 "correct" "Bohrer" "1" 0 0 0 498 831 0 2
"2109" "Hammer" "semantic" "500" "5" 219 450 "correct" 812 "correct" "Bohrer" "2" 0 0 0 450 812 0 2
"2110" "Hammer" "semantic" "500" "14" 240 616 "correct" 1045 "correct" "Bohrer" "2" 0 0 0 616 1045 0 2
"2111" "Hammer" "semantic" "500" "18" 330 489 "correct" 812 "correct" "Bohrer" "3" 0 0 0 489 812 0 2
"2112" "Hammer" "semantic" "500" "21" 207 636 "correct" 978 "correct" "Bohrer" "2" 0 0 0 636 978 0 2
"2113" "Hammer" "unrelated" "0" "20" 167 611 "correct" 1192 "correct" "Dudelsack" "1" 0 0 0 611 1192 0 2
"2114" "Hammer" "unrelated" "0" "23" 330 609 "correct" 1259 "correct" "Dudelsack" "3" 0 0 0 609 1259 0 2
"2115" "Hammer" "unrelated" "0" "5" 346 574 "correct" 938 "correct" "Dudelsack" "4" 0 0 0 574 938 0 2
"2116" "Hammer" "unrelated" "0" "2" 211 669 "correct" 998 "correct" "Dudelsack" "2" 0 0 0 669 998 0 2
"2117" "Hammer" "unrelated" "0" "6" 379 574 "correct" 1775 "correct" "Dudelsack" "4" 0 0 0 574 1775 0 2
"2118" "Hammer" "unrelated" "0" "15" 311 677 "correct" 1192 "correct" "Dudelsack" "3" 0 0 0 677 1192 0 2
"2119" "Hammer" "unrelated" "0" "21" 352 708 "correct" 1279 "correct" "Dudelsack" "4" 0 0 0 708 1279 0 2
"2120" "Hammer" "unrelated" "0" "14" 395 715 "correct" 1150 "correct" "Dudelsack" "4" 0 0 0 715 1150 0 2
"2121" "Hammer" "unrelated" "0" "12" 179 785 "correct" NA "none/false" "Dudelsack" "1" 0 1 1 785 3000 0 2
"2122" "Hammer" "unrelated" "0" "18" 224 NA "none/false" 1193 "correct" "Dudelsack" "2" 1 0 0 487 1193 0 2
"2123" "Hammer" "unrelated" "0" "4" 178 508 "correct" 1055 "correct" "Dudelsack" "1" 0 0 0 508 1055 0 2
"2124" "Hammer" "unrelated" "0" "10" 220 611 "correct" 1255 "correct" "Dudelsack" "2" 0 0 0 611 1255 0 2
"2125" "Hammer" "unrelated" "0" "11" 243 NA "none/false" 2121 "correct" "Dudelsack" "2" 1 0 0 542 2121 0 2
"2126" "Hammer" "unrelated" "0" "7" 311 632 "correct" 934 "correct" "Dudelsack" "3" 0 0 0 632 934 0 2
"2127" "Hammer" "unrelated" "0" "22" 398 998 "correct" 1687 "correct" "Dudelsack" "4" 0 0 0 998 1687 0 2
"2128" "Hammer" "unrelated" "0" "9" 158 NA "none/false" NA "smack" "Dudelsack" "1" 1 1 1 NA 361 0 2
"2129" "Hammer" "unrelated" "0" "16" 291 605 "correct" 1255 "correct" "Dudelsack" "3" 0 0 0 605 1255 0 2
"2130" "Hammer" "unrelated" "0" "1" 162 686 "correct" 1302 "correct" "Dudelsack" "1" 0 0 0 686 1302 0 2
"2131" "Hammer" "unrelated" "0" "17" 154 622 "correct" NA "disfluency" "Dudelsack" "1" 0 1 1 622 1845 0 2
"2132" "Hammer" "unrelated" "0" "19" 256 555 "correct" 1141 "correct" "Dudelsack" "2" 0 0 0 555 1141 0 2
"2133" "Hammer" "unrelated" "0" "24" 279 525 "correct" 938 "correct" "Dudelsack" "3" 0 0 0 525 938 0 2
"2134" "Hammer" "unrelated" "0" "8" 269 608 "correct" 1114 "correct" "Dudelsack" "3" 0 0 0 608 1114 0 2
"2135" "Hammer" "unrelated" "0" "13" 342 995 "correct" 1213 "correct" "Dudelsack" "4" 0 0 0 995 1213 0 2
"2136" "Hammer" "unrelated" "0" "3" 262 779 "correct" 1195 "correct" "Dudelsack" "2" 0 0 0 779 1195 0 2
"2137" "Hammer" "unrelated" "500" "9" 363 649 "correct" 946 "correct" "Dudelsack" "4" 0 0 0 649 946 0 2
"2138" "Hammer" "unrelated" "500" "17" 362 518 "correct" 935 "correct" "Dudelsack" "4" 0 0 0 518 935 0 2
"2139" "Hammer" "unrelated" "500" "16" 164 404 "correct" 986 "correct" "Dudelsack" "1" 0 0 0 404 986 0 2
"2140" "Hammer" "unrelated" "500" "6" 219 900 "correct" NA "none/false" "Dudelsack" "2" 0 1 1 900 1445 0 2
"2141" "Hammer" "unrelated" "500" "23" 236 551 "correct" 959 "correct" "Dudelsack" "2" 0 0 0 551 959 0 2
"2142" "Hammer" "unrelated" "500" "5" 146 639 "correct" 1270 "correct" "Dudelsack" "1" 0 0 0 639 1270 0 2
"2143" "Hammer" "unrelated" "500" "8" 185 544 "correct" 1124 "correct" "Dudelsack" "1" 0 0 0 544 1124 0 2
"2144" "Hammer" "unrelated" "500" "2" 384 578 "correct" 918 "correct" "Dudelsack" "4" 0 0 0 578 918 0 2
"2145" "Hammer" "unrelated" "500" "18" 391 518 "correct" NA "disfluency" "Dudelsack" "4" 0 1 1 518 1336 0 2
"2146" "Hammer" "unrelated" "500" "12" 286 937 "correct" 1463 "correct" "Dudelsack" "3" 0 0 0 937 1463 0 2
"2147" "Hammer" "unrelated" "500" "24" 177 661 "correct" 815 "correct" "Dudelsack" "1" 0 0 0 661 815 0 2
"2148" "Hammer" "unrelated" "500" "7" 257 500 "correct" 1128 "correct" "Dudelsack" "2" 0 0 0 500 1128 0 2
"2149" "Hammer" "unrelated" "500" "21" 137 518 "correct" 1063 "correct" "Dudelsack" "1" 0 0 0 518 1063 0 2
"2150" "Hammer" "unrelated" "500" "20" 282 942 "correct" 1028 "correct" "Dudelsack" "3" 0 0 0 942 1028 0 2
"2151" "Hammer" "unrelated" "500" "11" 324 486 "correct" 1142 "correct" "Dudelsack" "3" 0 0 0 486 1142 0 2
"2152" "Hammer" "unrelated" "500" "10" 385 407 "correct" 1152 "correct" "Dudelsack" "4" 0 0 0 407 1152 0 2
"2153" "Hammer" "unrelated" "500" "15" 240 596 "correct" 920 "correct" "Dudelsack" "2" 0 0 0 596 920 0 2
"2154" "Hammer" "unrelated" "500" "1" 346 835 "correct" 1220 "correct" "Dudelsack" "4" 0 0 0 835 1220 0 2
"2155" "Hammer" "unrelated" "500" "19" 330 510 "correct" 1012 "correct" "Dudelsack" "3" 0 0 0 510 1012 0 2
"2156" "Hammer" "unrelated" "500" "4" 294 470 "correct" 1000 "correct" "Dudelsack" "3" 0 0 0 470 1000 0 2
"2157" "Hammer" "unrelated" "500" "22" 207 528 "correct" 1412 "correct" "Dudelsack" "2" 0 0 0 528 1412 0 2
"2158" "Hammer" "unrelated" "500" "13" 132 750 "correct" NA "none/false" "Dudelsack" "1" 0 1 1 750 3000 0 2
"2159" "Hammer" "unrelated" "500" "14" 222 638 "correct" 1333 "correct" "Dudelsack" "2" 0 0 0 638 1333 0 2
"2160" "Hammer" "unrelated" "500" "3" 322 777 "correct" 1144 "correct" "Dudelsack" "3" 0 0 0 777 1144 0 2
"2161" "Harfe" "congruent" "0" "22" 364 656 "correct" 869 "correct" "Harfe" "4" 0 0 0 656 869 0 2
"2162" "Harfe" "congruent" "0" "14" 353 587 "correct" 1196 "correct" "Harfe" "4" 0 0 0 587 1196 0 2
"2163" "Harfe" "congruent" "0" "23" 377 657 "correct" 1355 "correct" "Harfe" "4" 0 0 0 657 1355 0 2
"2164" "Harfe" "congruent" "0" "4" 238 523 "correct" 918 "correct" "Harfe" "2" 0 0 0 523 918 0 2
"2165" "Harfe" "congruent" "0" "15" 377 612 "correct" 911 "correct" "Harfe" "4" 0 0 0 612 911 0 2
"2166" "Harfe" "congruent" "0" "1" 191 810 "correct" 1607 "correct" "Harfe" "1" 0 0 0 810 1607 0 2
"2167" "Harfe" "congruent" "0" "17" 165 523 "correct" NA "none/false" "Harfe" "1" 0 1 1 523 3000 0 2
"2168" "Harfe" "congruent" "0" "7" 389 599 "correct" 1123 "correct" "Harfe" "4" 0 0 0 599 1123 0 2
"2169" "Harfe" "congruent" "0" "5" 288 535 "correct" 907 "correct" "Harfe" "3" 0 0 0 535 907 0 2
"2170" "Harfe" "congruent" "0" "20" 250 592 "correct" 1099 "correct" "Harfe" "2" 0 0 0 592 1099 0 2
"2171" "Harfe" "congruent" "0" "13" 282 692 "correct" 895 "correct" "Harfe" "3" 0 0 0 692 895 0 2
"2172" "Harfe" "congruent" "0" "21" 267 609 "correct" 1170 "correct" "Harfe" "3" 0 0 0 609 1170 0 2
"2173" "Harfe" "congruent" "0" "9" 177 624 "correct" 1119 "correct" "Harfe" "1" 0 0 0 624 1119 0 2
"2174" "Harfe" "congruent" "0" "6" 336 637 "correct" 1262 "correct" "Harfe" "4" 0 0 0 637 1262 0 2
"2175" "Harfe" "congruent" "0" "11" 217 688 "correct" 1224 "correct" "Harfe" "2" 0 0 0 688 1224 0 2
"2176" "Harfe" "congruent" "0" "19" 206 566 "correct" 1145 "correct" "Harfe" "2" 0 0 0 566 1145 0 2
"2177" "Harfe" "congruent" "0" "8" 306 679 "correct" 1019 "correct" "Harfe" "3" 0 0 0 679 1019 0 2
"2178" "Harfe" "congruent" "0" "10" 149 624 "correct" 1270 "correct" "Harfe" "1" 0 0 0 624 1270 0 2
"2179" "Harfe" "congruent" "0" "3" 219 853 "correct" 1159 "correct" "Harfe" "2" 0 0 0 853 1159 0 2
"2180" "Harfe" "congruent" "0" "12" 260 720 "correct" 1369 "correct" "Harfe" "2" 0 0 0 720 1369 0 2
"2181" "Harfe" "congruent" "0" "16" 307 603 "correct" 990 "correct" "Harfe" "3" 0 0 0 603 990 0 2
"2182" "Harfe" "congruent" "0" "18" 133 574 "correct" 1224 "correct" "Harfe" "1" 0 0 0 574 1224 0 2
"2183" "Harfe" "congruent" "0" "24" 310 555 "correct" 939 "correct" "Harfe" "3" 0 0 0 555 939 0 2
"2184" "Harfe" "congruent" "0" "2" 134 560 "correct" 1094 "correct" "Harfe" "1" 0 0 0 560 1094 0 2
"2185" "Harfe" "congruent" "500" "6" 141 472 "correct" 1104 "correct" "Harfe" "1" 0 0 0 472 1104 0 2
"2186" "Harfe" "congruent" "500" "24" 247 407 "correct" 617 "correct" "Harfe" "2" 0 0 0 407 617 0 2
"2187" "Harfe" "congruent" "500" "15" 209 652 "correct" 825 "correct" "Harfe" "2" 0 0 0 652 825 0 2
"2188" "Harfe" "congruent" "500" "5" 163 513 "correct" 1064 "correct" "Harfe" "1" 0 0 0 513 1064 0 2
"2189" "Harfe" "congruent" "500" "3" 379 799 "correct" 1024 "correct" "Harfe" "4" 0 0 0 799 1024 0 2
"2190" "Harfe" "congruent" "500" "4" 304 545 "correct" 1199 "correct" "Harfe" "3" 0 0 0 545 1199 0 2
"2191" "Harfe" "congruent" "500" "14" 144 500 "correct" 1126 "correct" "Harfe" "1" 0 0 0 500 1126 0 2
"2192" "Harfe" "congruent" "500" "8" 240 504 "correct" 744 "correct" "Harfe" "2" 0 0 0 504 744 0 2
"2193" "Harfe" "congruent" "500" "21" 189 721 "correct" 677 "correct" "Harfe" "1" 0 0 0 721 677 0 2
"2194" "Harfe" "congruent" "500" "16" 257 696 "correct" 900 "correct" "Harfe" "2" 0 0 0 696 900 0 2
"2195" "Harfe" "congruent" "500" "13" 173 652 "correct" 756 "correct" "Harfe" "1" 0 0 0 652 756 0 2
"2196" "Harfe" "congruent" "500" "17" 290 473 "correct" 1113 "correct" "Harfe" "3" 0 0 0 473 1113 0 2
"2197" "Harfe" "congruent" "500" "1" 286 495 "correct" 956 "correct" "Harfe" "3" 0 0 0 495 956 0 2
"2198" "Harfe" "congruent" "500" "2" 352 595 "correct" 653 "correct" "Harfe" "4" 0 0 0 595 653 0 2
"2199" "Harfe" "congruent" "500" "12" 326 943 "correct" 1400 "correct" "Harfe" "3" 0 0 0 943 1400 0 2
"2200" "Harfe" "congruent" "500" "19" 387 424 "correct" NA "technical" "Harfe" "4" 0 1 0 424 70 0 2
"2201" "Harfe" "congruent" "500" "10" 351 563 "correct" 614 "correct" "Harfe" "4" 0 0 0 563 614 0 2
"2202" "Harfe" "congruent" "500" "18" 336 571 "correct" 838 "correct" "Harfe" "4" 0 0 0 571 838 0 2
"2203" "Harfe" "congruent" "500" "23" 213 398 "correct" 768 "correct" "Harfe" "2" 0 0 0 398 768 0 2
"2204" "Harfe" "congruent" "500" "7" 224 521 "correct" 882 "correct" "Harfe" "2" 0 0 0 521 882 0 2
"2205" "Harfe" "congruent" "500" "20" 310 502 "correct" NA "correct" "Harfe" "3" 0 0 0 502 1579 1 2
"2206" "Harfe" "congruent" "500" "11" 379 459 "correct" 851 "correct" "Harfe" "4" 0 0 0 459 851 0 2
"2207" "Harfe" "congruent" "500" "9" 281 879 "correct" 836 "correct" "Harfe" "3" 0 0 0 879 836 0 2
"2208" "Harfe" "congruent" "500" "22" 134 583 "correct" 951 "correct" "Harfe" "1" 0 0 0 583 951 0 2
"2209" "Harfe" "semantic" "0" "21" 310 579 "correct" 1805 "correct" "Floete" "3" 0 0 0 579 1805 0 2
"2210" "Harfe" "semantic" "0" "6" 288 645 "correct" 1574 "correct" "Floete" "3" 0 0 0 645 1574 0 2
"2211" "Harfe" "semantic" "0" "12" 217 626 "correct" NA "none/false" "Floete" "2" 0 1 1 626 1012 0 2
"2212" "Harfe" "semantic" "0" "19" 133 575 "correct" 1129 "correct" "Floete" "1" 0 0 0 575 1129 0 2
"2213" "Harfe" "semantic" "0" "20" 206 608 "correct" NA "none/false" "Floete" "2" 0 1 1 608 1386 0 2
"2214" "Harfe" "semantic" "0" "14" 282 675 "correct" 1572 "correct" "Floete" "3" 0 0 0 675 1572 0 2
"2215" "Harfe" "semantic" "0" "4" 219 590 "correct" 2082 "correct" "Floete" "2" 0 0 0 590 2082 0 2
"2216" "Harfe" "semantic" "0" "10" 177 719 "correct" 1279 "correct" "Floete" "1" 0 0 0 719 1279 0 2
"2217" "Harfe" "semantic" "0" "18" 165 NA "none/false" NA "none/false" "Floete" "1" 1 1 1 NA 19 0 2
"2218" "Harfe" "semantic" "0" "24" 377 513 "correct" 807 "correct" "Floete" "4" 0 0 0 513 807 0 2
"2219" "Harfe" "semantic" "0" "11" 149 798 "correct" NA "none/false" "Floete" "1" 0 1 1 798 1574 0 2
"2220" "Harfe" "semantic" "0" "17" 250 468 "correct" 1329 "correct" "Floete" "2" 0 0 0 468 1329 0 2
"2221" "Harfe" "semantic" "0" "23" 364 558 "correct" 1394 "correct" "Floete" "4" 0 0 0 558 1394 0 2
"2222" "Harfe" "semantic" "0" "3" 134 741 "correct" 1504 "correct" "Floete" "1" 0 0 0 741 1504 0 2
"2223" "Harfe" "semantic" "0" "1" 238 700 "correct" NA "none/false" "Floete" "2" 0 1 1 700 1530 0 2
"2224" "Harfe" "semantic" "0" "8" 389 738 "correct" 1255 "correct" "Floete" "4" 0 0 0 738 1255 0 2
"2225" "Harfe" "semantic" "0" "7" 336 670 "correct" 1370 "correct" "Floete" "4" 0 0 0 670 1370 0 2
"2226" "Harfe" "semantic" "0" "5" 306 623 "correct" 1123 "correct" "Floete" "3" 0 0 0 623 1123 0 2
"2227" "Harfe" "semantic" "0" "13" 307 731 "correct" 949 "correct" "Floete" "3" 0 0 0 731 949 0 2
"2228" "Harfe" "semantic" "0" "2" 191 781 "correct" NA "none/false" "Floete" "1" 0 1 1 781 974 0 2
"2229" "Harfe" "semantic" "0" "15" 353 594 "correct" NA "none/false" "Floete" "4" 0 1 1 594 3000 0 2
"2230" "Harfe" "semantic" "0" "22" 267 581 "correct" 1028 "correct" "Floete" "3" 0 0 0 581 1028 0 2
"2231" "Harfe" "semantic" "0" "9" 260 636 "correct" 1033 "correct" "Floete" "2" 0 0 0 636 1033 0 2
"2232" "Harfe" "semantic" "0" "16" 377 563 "correct" 1441 "correct" "Floete" "4" 0 0 0 563 1441 0 2
"2233" "Harfe" "semantic" "500" "20" 387 432 "correct" 1620 "correct" "Floete" "4" 0 0 0 432 1620 0 2
"2234" "Harfe" "semantic" "500" "18" 290 507 "correct" 1069 "correct" "Floete" "3" 0 0 0 507 1069 0 2
"2235" "Harfe" "semantic" "500" "9" 326 858 "correct" 930 "correct" "Floete" "3" 0 0 0 858 930 0 2
"2236" "Harfe" "semantic" "500" "24" 213 736 "correct" 803 "correct" "Floete" "2" 0 0 0 736 803 0 2
"2237" "Harfe" "semantic" "500" "6" 163 703 "correct" 1380 "correct" "Floete" "1" 0 0 0 703 1380 0 2
"2238" "Harfe" "semantic" "500" "4" 379 443 "correct" 1864 "correct" "Floete" "4" 0 0 0 443 1864 0 2
"2239" "Harfe" "semantic" "500" "11" 351 469 "correct" 1013 "correct" "Floete" "4" 0 0 0 469 1013 0 2
"2240" "Harfe" "semantic" "500" "2" 286 580 "correct" 1142 "correct" "Floete" "3" 0 0 0 580 1142 0 2
"2241" "Harfe" "semantic" "500" "12" 379 916 "correct" 1264 "correct" "Floete" "4" 0 0 0 916 1264 0 2
"2242" "Harfe" "semantic" "500" "1" 304 743 "correct" 1649 "correct" "Floete" "3" 0 0 0 743 1649 0 2
"2243" "Harfe" "semantic" "500" "3" 352 893 "correct" 1661 "correct" "Floete" "4" 0 0 0 893 1661 0 2
"2244" "Harfe" "semantic" "500" "21" 247 568 "correct" 1136 "correct" "Floete" "2" 0 0 0 568 1136 0 2
"2245" "Harfe" "semantic" "500" "7" 141 406 "correct" NA "none/false" "Floete" "1" 0 1 1 406 1404 0 2
"2246" "Harfe" "semantic" "500" "23" 134 1955 "correct" 1820 "correct" "Floete" "1" 0 0 0 1955 1820 0 2
"2247" "Harfe" "semantic" "500" "13" 257 690 "correct" 1185 "correct" "Floete" "2" 0 0 0 690 1185 0 2
"2248" "Harfe" "semantic" "500" "15" 144 673 "correct" NA "none/false" "Floete" "1" 0 1 1 673 1143 0 2
"2249" "Harfe" "semantic" "500" "22" 189 868 "correct" 1195 "correct" "Floete" "1" 0 0 0 868 1195 0 2
"2250" "Harfe" "semantic" "500" "5" 240 593 "correct" 1148 "correct" "Floete" "2" 0 0 0 593 1148 0 2
"2251" "Harfe" "semantic" "500" "16" 209 492 "correct" NA "none/false" "Floete" "2" 0 1 1 492 826 0 2
"2252" "Harfe" "semantic" "500" "17" 310 413 "correct" 1001 "correct" "Floete" "3" 0 0 0 413 1001 0 2
"2253" "Harfe" "semantic" "500" "19" 336 477 "correct" 1288 "correct" "Floete" "4" 0 0 0 477 1288 0 2
"2254" "Harfe" "semantic" "500" "14" 173 446 "correct" 1466 "correct" "Floete" "1" 0 0 0 446 1466 0 2
"2255" "Harfe" "semantic" "500" "8" 224 536 "correct" 1284 "correct" "Floete" "2" 0 0 0 536 1284 0 2
"2256" "Harfe" "semantic" "500" "10" 281 517 "correct" 1049 "correct" "Floete" "3" 0 0 0 517 1049 0 2
"2257" "Harfe" "unrelated" "0" "6" 306 707 "correct" NA "none/false" "Ente" "3" 0 1 1 707 1470 0 2
"2258" "Harfe" "unrelated" "0" "5" 389 589 "correct" 1405 "correct" "Ente" "4" 0 0 0 589 1405 0 2
"2259" "Harfe" "unrelated" "0" "2" 238 532 "correct" 976 "correct" "Ente" "2" 0 0 0 532 976 0 2
"2260" "Harfe" "unrelated" "0" "16" 353 490 "correct" 1204 "correct" "Ente" "4" 0 0 0 490 1204 0 2
"2261" "Harfe" "unrelated" "0" "24" 364 624 "correct" 1129 "correct" "Ente" "4" 0 0 0 624 1129 0 2
"2262" "Harfe" "unrelated" "0" "21" 377 642 "correct" 1558 "correct" "Ente" "4" 0 0 0 642 1558 0 2
"2263" "Harfe" "unrelated" "0" "9" 217 600 "correct" NA "smack" "Ente" "2" 0 1 1 600 1439 0 2
"2264" "Harfe" "unrelated" "0" "7" 288 497 "correct" 1932 "correct" "Ente" "3" 0 0 0 497 1932 0 2
"2265" "Harfe" "unrelated" "0" "1" 219 748 "correct" 1702 "correct" "Ente" "2" 0 0 0 748 1702 0 2
"2266" "Harfe" "unrelated" "0" "22" 310 746 "correct" 1233 "correct" "Ente" "3" 0 0 0 746 1233 0 2
"2267" "Harfe" "unrelated" "0" "13" 377 782 "correct" NA "correct" "Ente" "4" 0 0 0 782 2525 1 2
"2268" "Harfe" "unrelated" "0" "17" 206 564 "correct" 1565 "correct" "Ente" "2" 0 0 0 564 1565 0 2
"2269" "Harfe" "unrelated" "0" "20" 133 559 "correct" NA "none/false" "Ente" "1" 0 1 1 559 3000 0 2
"2270" "Harfe" "unrelated" "0" "8" 336 578 "correct" 1042 "correct" "Ente" "4" 0 0 0 578 1042 0 2
"2271" "Harfe" "unrelated" "0" "14" 307 612 "correct" 1593 "correct" "Ente" "3" 0 0 0 612 1593 0 2
"2272" "Harfe" "unrelated" "0" "10" 260 463 "correct" 946 "correct" "Ente" "2" 0 0 0 463 946 0 2
"2273" "Harfe" "unrelated" "0" "4" 134 573 "correct" NA "none/false" "Ente" "1" 0 1 1 573 992 0 2
"2274" "Harfe" "unrelated" "0" "3" 191 716 "correct" 1293 "correct" "Ente" "1" 0 0 0 716 1293 0 2
"2275" "Harfe" "unrelated" "0" "23" 267 392 "correct" 1395 "correct" "Ente" "3" 0 0 0 392 1395 0 2
"2276" "Harfe" "unrelated" "0" "19" 165 859 "correct" NA "distractor named" "Ente" "1" 0 1 1 859 1794 0 2
"2277" "Harfe" "unrelated" "0" "12" 149 675 "correct" NA "none/false" "Ente" "1" 0 1 1 675 940 0 2
"2278" "Harfe" "unrelated" "0" "18" 250 604 "correct" 1337 "correct" "Ente" "2" 0 0 0 604 1337 0 2
"2279" "Harfe" "unrelated" "0" "15" 282 507 "correct" 1179 "correct" "Ente" "3" 0 0 0 507 1179 0 2
"2280" "Harfe" "unrelated" "0" "11" 177 648 "correct" 1221 "correct" "Ente" "1" 0 0 0 648 1221 0 2
"2281" "Harfe" "unrelated" "500" "12" 351 898 "correct" 1237 "correct" "Ente" "4" 0 0 0 898 1237 0 2
"2282" "Harfe" "unrelated" "500" "22" 247 665 "correct" 851 "correct" "Ente" "2" 0 0 0 665 851 0 2
"2283" "Harfe" "unrelated" "500" "2" 304 532 "correct" 1251 "correct" "Ente" "3" 0 0 0 532 1251 0 2
"2284" "Harfe" "unrelated" "500" "1" 379 716 "correct" 1156 "correct" "Ente" "4" 0 0 0 716 1156 0 2
"2285" "Harfe" "unrelated" "500" "16" 144 522 "correct" NA "none/false" "Ente" "1" 0 1 1 522 666 0 2
"2286" "Harfe" "unrelated" "500" "21" 213 498 "correct" 991 "correct" "Ente" "2" 0 0 0 498 991 0 2
"2287" "Harfe" "unrelated" "500" "8" 141 523 "correct" NA "none/false" "Ente" "1" 0 1 1 523 739 0 2
"2288" "Harfe" "unrelated" "500" "24" 134 658 "correct" 1104 "correct" "Ente" "1" 0 0 0 658 1104 0 2
"2289" "Harfe" "unrelated" "500" "18" 310 436 "correct" 1608 "correct" "Ente" "3" 0 0 0 436 1608 0 2
"2290" "Harfe" "unrelated" "500" "19" 290 556 "correct" NA "none/false" "Ente" "3" 0 1 1 556 726 0 2
"2291" "Harfe" "unrelated" "500" "6" 240 866 "correct" 1002 "correct" "Ente" "2" 0 0 0 866 1002 0 2
